time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,solar
1633026600,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,26.61,29.06,23.31,0.82,1009.3,2.2,3.13,113,0.56,0,16.093,275.3,NAN,NAN
1633030200,Humid and Partly Cloudy,partly-cloudy-night,0.0302,0.01,26.23,28.3,23.14,0.83,1009.0,1.96,2.47,117,0.44,0,16.093,274.9,rain,NAN
1633033800,Humid and Partly Cloudy,partly-cloudy-night,0.1596,0.02,25.8,27.13,23.06,0.85,1008.9,1.86,2.48,112,0.38,0,16.093,274.5,rain,NAN
1633037400,Humid and Partly Cloudy,partly-cloudy-night,0.1773,0.03,25.17,25.97,22.94,0.87,1008.7,1.79,2.33,100,0.37,0,16.093,274.0,rain,NAN
1633041000,Humid and Partly Cloudy,partly-cloudy-night,0.0939,0.02,24.5,25.34,22.61,0.89,1008.7,1.83,2.6,94,0.36,0,16.093,273.6,rain,NAN
1633044600,Humid and Partly Cloudy,partly-cloudy-night,0.0393,0.02,24.19,25.02,22.42,0.9,1008.8,1.61,2.25,85,0.35,0,16.093,274.2,rain,NAN
1633048200,Humid and Partly Cloudy,partly-cloudy-night,0.0332,0.02,24.43,25.21,22.6,0.9,1009.0,1.4,1.56,74,0.31,0,16.093,275.6,rain,NAN
1633051800,Humid,clear-day,0.0449,0.03,25.31,26.56,23.13,0.88,1009.5,1.31,1.4,101,0.27,0,16.093,276.3,rain,"{'azimuth': 99, 'altitude': 8, 'dni': 300.5, 'ghi': 62.4, 'dhi': 5.7, 'etr': 1357.4}"
1633055400,Humid,clear-day,0.0305,0.03,26.56,28.99,23.57,0.84,1010.0,1.19,1.21,150,0.26,1,16.093,276.4,rain,"{'azimuth': 107, 'altitude': 21, 'dni': 632.4, 'ghi': 245, 'dhi': 22.3, 'etr': 1357.5}"
1633059000,Humid,clear-day,0.0368,0.02,27.88,31.64,23.85,0.79,1010.2,1.57,1.57,191,0.27,3,16.093,276.8,rain,"{'azimuth': 118, 'altitude': 33, 'dni': 732.9, 'ghi': 435.4, 'dhi': 39.6, 'etr': 1357.5}"
1633062600,Humid,clear-day,0.0293,0.02,29.17,34.01,24.17,0.75,1010.1,2.11,2.11,240,0.3,5,16.093,276.9,rain,"{'azimuth': 131, 'altitude': 44, 'dni': 774, 'ghi': 586, 'dhi': 53.3, 'etr': 1357.5}"
1633066200,Humid and Partly Cloudy,partly-cloudy-day,0.0236,0.02,30.25,35.85,24.35,0.71,1009.7,2.22,2.22,247,0.31,6,16.093,276.0,rain,"{'azimuth': 150, 'altitude': 52, 'dni': 796.3, 'ghi': 687.9, 'dhi': 62.5, 'etr': 1357.6}"
1633069800,Humid,clear-day,0.0159,0.02,31.2,37.17,24.31,0.67,1008.9,2.54,2.54,196,0.28,7,16.093,275.2,rain,"{'azimuth': 174, 'altitude': 56, 'dni': 822.9, 'ghi': 748.8, 'dhi': 68.1, 'etr': 1357.6}"
1633073400,Humid,clear-day,0.0185,0.02,31.86,37.65,23.93,0.63,1007.9,3.38,3.42,15,0.23,7,16.093,274.8,rain,"{'azimuth': 200, 'altitude': 54, 'dni': 841, 'ghi': 749.4, 'dhi': 68.1, 'etr': 1357.6}"
1633077000,Humid,clear-day,0.0289,0.02,32.19,37.69,23.59,0.61,1006.8,4.14,4.36,335,0.26,6,16.093,274.2,rain,"{'azimuth': 222, 'altitude': 47, 'dni': 806.2, 'ghi': 653.7, 'dhi': 59.4, 'etr': 1357.7}"
1633080600,Humid,clear-day,0.0262,0.02,32.26,37.58,23.42,0.6,1006.2,4.42,5.0,305,0.26,4,16.093,273.4,rain,"{'azimuth': 237, 'altitude': 38, 'dni': 764.4, 'ghi': 511.2, 'dhi': 46.5, 'etr': 1357.7}"
1633084200,Humid,clear-day,0.0141,0.01,31.9,37.6,23.84,0.62,1005.9,4.02,5.21,309,0.24,2,16.093,272.5,rain,"{'azimuth': 248, 'altitude': 26, 'dni': 693.1, 'ghi': 334.3, 'dhi': 30.4, 'etr': 1357.7}"
1633087800,Humid,clear-day,0.0067,0.01,31.39,37.51,24.36,0.66,1005.7,3.23,5.24,326,0.27,0,16.093,272.3,rain,"{'azimuth': 257, 'altitude': 14, 'dni': 486.2, 'ghi': 129.7, 'dhi': 11.8, 'etr': 1357.8}"
1633091400,Humid,clear-day,0.0,0.0,30.46,35.97,24.17,0.69,1005.8,2.58,5.01,352,0.25,0,16.093,272.6,NAN,"{'azimuth': 265, 'altitude': 1, 'dni': 149.3, 'ghi': 12.3, 'dhi': 1.1, 'etr': 1357.8}"
1633095000,Humid,clear-night,0.0,0.0,29.45,34.28,23.99,0.72,1006.5,2.44,4.2,0,0.21,0,16.093,272.7,NAN,NAN
1633098600,Humid,clear-night,0.0,0.0,28.73,33.06,23.89,0.75,1007.3,2.12,2.63,347,0.24,0,16.093,272.7,NAN,NAN
1633102200,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,27.96,31.6,23.62,0.77,1007.7,1.44,1.44,353,0.33,0,16.093,272.4,NAN,NAN
1633105800,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,27.33,30.4,23.42,0.79,1007.9,1.17,1.19,60,0.39,0,16.093,271.9,NAN,NAN
1633109400,Humid and Partly Cloudy,partly-cloudy-night,0.1012,0.04,26.64,29.08,23.15,0.81,1007.8,1.64,2.0,58,0.38,0,16.093,271.8,rain,NAN
1633113000,Humid,clear-night,0.1827,0.07,25.88,27.23,22.79,0.83,1007.6,2.02,2.86,65,0.29,0,16.093,272.0,rain,NAN
1633116600,Humid and Partly Cloudy,partly-cloudy-night,0.1512,0.07,25.6,26.34,22.74,0.84,1007.5,1.87,3.21,90,0.42,0,16.093,271.4,rain,NAN
1633120200,Humid and Mostly Cloudy,partly-cloudy-night,0.0936,0.06,25.45,26.26,22.7,0.85,1007.3,1.64,2.95,119,0.62,0,16.093,270.7,rain,NAN
1633123800,Humid and Mostly Cloudy,partly-cloudy-night,0.0493,0.05,24.74,25.55,22.47,0.87,1007.0,1.55,2.48,115,0.61,0,16.093,271.2,rain,NAN
1633127400,Humid and Partly Cloudy,partly-cloudy-night,0.0546,0.04,23.9,24.71,22.24,0.9,1007.0,1.66,2.59,99,0.58,0,16.093,272.1,rain,NAN
1633131000,Humid and Partly Cloudy,partly-cloudy-night,0.0761,0.06,23.46,24.31,22.37,0.94,1006.8,1.7,2.6,94,0.53,0,16.093,271.4,rain,NAN
1633134600,Humid and Partly Cloudy,partly-cloudy-night,0.0716,0.07,23.65,24.52,22.61,0.94,1007.1,1.84,2.56,99,0.41,0,16.093,270.5,rain,NAN
1633138200,Humid and Partly Cloudy,partly-cloudy-day,0.0357,0.05,24.86,25.6,22.98,0.89,1007.6,2.07,2.42,69,0.38,0,16.093,270.6,rain,"{'azimuth': 99, 'altitude': 8, 'dni': 272.2, 'ghi': 55.9, 'dhi': 5.1, 'etr': 1358.2}"
1633141800,Humid and Partly Cloudy,partly-cloudy-day,0.022,0.03,26.49,28.4,23.53,0.84,1008.1,2.2,2.24,24,0.39,1,16.093,270.3,rain,"{'azimuth': 108, 'altitude': 21, 'dni': 576.4, 'ghi': 220.9, 'dhi': 20.1, 'etr': 1358.2}"
1633145400,Humid and Partly Cloudy,partly-cloudy-day,0.0141,0.03,28.04,31.95,23.85,0.78,1008.5,2.34,2.34,303,0.33,3,16.093,270.2,rain,"{'azimuth': 118, 'altitude': 33, 'dni': 702.9, 'ghi': 417.6, 'dhi': 38, 'etr': 1358.3}"
1633149000,Humid and Partly Cloudy,partly-cloudy-day,0.0221,0.03,29.67,34.65,24.05,0.72,1008.4,2.53,2.53,293,0.34,5,16.093,270.3,rain,"{'azimuth': 131, 'altitude': 43, 'dni': 750.7, 'ghi': 563.7, 'dhi': 51.2, 'etr': 1358.3}"
1633152600,Humid and Partly Cloudy,partly-cloudy-day,0.0331,0.03,31.01,36.16,23.65,0.65,1007.9,2.89,2.9,292,0.34,6,16.093,270.4,rain,"{'azimuth': 150, 'altitude': 51, 'dni': 782.9, 'ghi': 674.6, 'dhi': 61.3, 'etr': 1358.3}"
1633156200,Humid,clear-day,0.0437,0.03,31.98,36.78,23.01,0.59,1007.1,3.37,3.41,296,0.27,7,16.093,270.1,rain,"{'azimuth': 174, 'altitude': 55, 'dni': 830.5, 'ghi': 751.9, 'dhi': 68.4, 'etr': 1358.4}"
1633159800,Humid,clear-day,0.0737,0.03,32.66,37.11,22.5,0.55,1006.3,3.88,4.04,310,0.3,7,16.093,269.6,rain,"{'azimuth': 200, 'altitude': 54, 'dni': 809.6, 'ghi': 718.5, 'dhi': 65.3, 'etr': 1358.4}"
1633163400,Partly Cloudy,partly-cloudy-day,0.1011,0.04,32.75,36.84,22.12,0.54,1005.5,4.4,4.76,323,0.31,6,16.093,269.4,rain,"{'azimuth': 221, 'altitude': 47, 'dni': 781.5, 'ghi': 628.4, 'dhi': 57.1, 'etr': 1358.4}"
1633167000,Clear,clear-day,0.099,0.05,32.4,36.45,22.17,0.55,1004.9,4.64,5.36,327,0.31,4,16.093,269.8,rain,"{'azimuth': 237, 'altitude': 37, 'dni': 742.3, 'ghi': 494.9, 'dhi': 45, 'etr': 1358.5}"
1633170600,Humid,clear-day,0.0957,0.05,31.93,36.62,22.91,0.59,1004.5,4.27,5.8,333,0.31,2,16.093,270.3,rain,"{'azimuth': 248, 'altitude': 26, 'dni': 661.4, 'ghi': 313.9, 'dhi': 28.5, 'etr': 1358.5}"
1633174200,Humid,clear-day,0.1313,0.05,31.1,36.39,23.75,0.65,1004.5,3.46,6.11,342,0.28,0,16.093,271.2,rain,"{'azimuth': 257, 'altitude': 14, 'dni': 474.2, 'ghi': 124.7, 'dhi': 11.3, 'etr': 1358.5}"
1633177800,Humid,clear-day,0.0801,0.03,29.94,34.75,23.72,0.69,1004.8,2.88,5.92,346,0.27,0,16.093,271.5,rain,"{'azimuth': 265, 'altitude': 1, 'dni': 144.3, 'ghi': 11.1, 'dhi': 1, 'etr': 1358.6}"
1633181400,Humid,clear-night,0.0028,0.02,28.71,32.34,23.0,0.71,1005.4,2.62,5.08,359,0.16,0,16.093,271.0,rain,NAN
1633185000,Humid,clear-night,0.0043,0.02,27.73,30.55,22.51,0.73,1006.1,2.31,3.8,13,0.06,0,16.093,270.7,rain,NAN
1633188600,Humid,clear-night,0.0086,0.02,27.02,29.45,22.53,0.76,1006.7,2.04,3.17,18,0.05,0,16.093,270.6,rain,NAN
1633192200,Humid,clear-night,0.022,0.03,26.45,28.57,22.63,0.8,1006.9,1.98,3.27,22,0.31,0,16.093,270.7,rain,NAN
1633195800,Humid and Partly Cloudy,partly-cloudy-night,0.0392,0.05,25.8,27.15,22.81,0.84,1006.8,1.87,2.94,32,0.32,0,16.093,270.6,rain,NAN
1633199400,Humid,clear-night,0.0477,0.05,25.13,25.9,22.8,0.87,1006.6,1.64,2.45,40,0.04,0,16.093,270.0,rain,NAN
1633203000,Humid,clear-night,0.047,0.04,24.73,25.54,22.51,0.87,1006.3,1.47,2.04,43,0.03,0,16.093,269.3,rain,NAN
1633206600,Humid,clear-night,0.0425,0.04,24.39,25.18,22.26,0.88,1006.0,1.44,1.76,47,0.05,0,16.093,268.7,rain,NAN
1633210200,Clear,clear-night,0.0307,0.03,24.12,24.89,22.0,0.88,1005.7,1.46,1.61,56,0.06,0,16.093,268.4,rain,NAN
1633213800,Clear,clear-night,0.0131,0.03,23.42,24.16,21.65,0.9,1005.5,1.47,1.64,68,0.09,0,16.093,269.6,rain,NAN
1633217400,Clear,clear-night,0.0144,0.03,23.51,24.2,21.32,0.88,1005.5,1.53,1.72,61,0.17,0,16.093,271.2,rain,NAN
1633221000,Clear,clear-night,0.0328,0.04,24.11,24.79,21.38,0.85,1005.7,1.43,1.55,51,0.23,0,16.093,271.7,rain,NAN
1633224600,Clear,clear-day,0.0212,0.02,24.68,25.29,21.61,0.83,1006.1,1.09,1.24,31,0.29,0,16.093,271.7,rain,"{'azimuth': 100, 'altitude': 8, 'dni': 285.6, 'ghi': 58.2, 'dhi': 5.3, 'etr': 1359}"
1633228200,Clear,clear-day,0.0,0.0,25.97,27.29,21.92,0.78,1006.8,0.98,1.31,353,0.29,1,16.093,271.9,NAN,"{'azimuth': 108, 'altitude': 21, 'dni': 616.8, 'ghi': 236, 'dhi': 21.5, 'etr': 1359}"
1633231800,Humid,clear-day,0.0039,0.01,27.6,30.24,22.27,0.73,1007.1,1.25,1.71,341,0.3,3,16.093,272.4,rain,"{'azimuth': 118, 'altitude': 32, 'dni': 715.4, 'ghi': 420.5, 'dhi': 38.2, 'etr': 1359.1}"
1633235400,Humid and Partly Cloudy,partly-cloudy-day,0.0056,0.02,29.57,33.12,22.48,0.66,1006.8,1.67,2.11,326,0.39,5,16.093,272.7,rain,"{'azimuth': 132, 'altitude': 43, 'dni': 725.6, 'ghi': 543.3, 'dhi': 49.4, 'etr': 1359.1}"
1633239000,Humid and Partly Cloudy,partly-cloudy-day,0.0054,0.01,31.21,35.17,22.4,0.6,1006.0,2.6,3.57,316,0.41,6,16.093,271.9,rain,"{'azimuth': 150, 'altitude': 51, 'dni': 744.2, 'ghi': 638, 'dhi': 58, 'etr': 1359.1}"
1633242600,Humid,clear-day,0.0,0.0,32.3,36.39,22.23,0.55,1005.4,3.6,5.05,313,0.3,7,16.093,270.6,NAN,"{'azimuth': 175, 'altitude': 55, 'dni': 811.5, 'ghi': 731.7, 'dhi': 66.5, 'etr': 1359.2}"
1633246200,Clear,clear-day,0.0,0.0,33.01,37.24,22.2,0.53,1004.6,4.17,5.62,312,0.21,7,16.093,270.1,NAN,"{'azimuth': 200, 'altitude': 53, 'dni': 851.6, 'ghi': 751.2, 'dhi': 68.3, 'etr': 1359.2}"
1633249800,Clear,clear-day,0.0,0.0,33.08,37.34,22.21,0.53,1003.3,4.58,6.07,316,0.21,6,16.093,270.1,NAN,"{'azimuth': 221, 'altitude': 47, 'dni': 827, 'ghi': 661.7, 'dhi': 60.2, 'etr': 1359.2}"
1633253400,Humid,clear-day,0.0087,0.01,32.82,37.13,22.33,0.54,1002.6,4.67,6.32,317,0.29,4,16.093,269.6,rain,"{'azimuth': 237, 'altitude': 37, 'dni': 749.2, 'ghi': 496.2, 'dhi': 45.1, 'etr': 1359.3}"
1633257000,Humid and Partly Cloudy,partly-cloudy-day,0.0192,0.02,32.78,37.83,23.02,0.57,1002.4,4.22,6.01,317,0.32,2,16.093,270.4,rain,"{'azimuth': 248, 'altitude': 26, 'dni': 654.7, 'ghi': 306.8, 'dhi': 27.9, 'etr': 1359.3}"
1633260600,Humid,clear-day,0.0994,0.03,32.22,37.74,23.6,0.6,1002.3,3.72,6.14,315,0.27,0,16.093,271.4,rain,"{'azimuth': 257, 'altitude': 13, 'dni': 467.4, 'ghi': 120.8, 'dhi': 11, 'etr': 1359.3}"
1633264200,Humid and Partly Cloudy,partly-cloudy-day,0.0949,0.03,30.73,35.43,23.3,0.65,1002.8,3.55,6.86,317,0.33,0,16.093,271.2,rain,"{'azimuth': 265, 'altitude': 1, 'dni': 140.4, 'ghi': 9.9, 'dhi': 0.9, 'etr': 1359.3}"
1633267800,Humid and Partly Cloudy,partly-cloudy-night,0.1584,0.03,29.07,33.18,23.44,0.72,1003.5,3.47,7.31,343,0.39,0,16.093,271.2,rain,NAN
1633271400,Humid,clear-night,0.349,0.04,27.87,31.48,23.64,0.78,1004.2,3.34,7.19,13,0.29,0,16.093,271.1,rain,NAN
1633275000,Humid,clear-night,0.3132,0.04,27.09,29.88,23.21,0.79,1004.5,3.07,6.06,20,0.22,0,16.093,271.1,rain,NAN
1633278600,Humid,clear-night,0.1217,0.03,26.73,29.11,22.72,0.79,1004.6,2.7,4.76,19,0.23,0,16.093,271.3,rain,NAN
1633282200,Humid,clear-night,0.0105,0.01,26.27,27.69,22.3,0.79,1004.7,2.21,3.07,7,0.21,0,16.093,271.0,rain,NAN
1633285800,Clear,clear-night,0.0024,0.01,25.66,26.29,21.99,0.8,1004.5,1.88,1.96,358,0.11,0,16.093,271.1,rain,NAN
1633289400,Clear,clear-night,0.1394,0.05,24.97,25.69,21.88,0.83,1004.2,1.83,2.06,2,0.08,0,16.093,271.5,rain,NAN
1633293000,Clear,clear-night,0.2143,0.07,24.32,25.06,21.88,0.86,1004.0,1.58,1.84,5,0.11,0,16.093,271.8,rain,NAN
1633296600,Clear,clear-night,0.1352,0.05,23.97,24.69,21.66,0.87,1003.8,1.46,1.68,16,0.11,0,16.093,271.6,rain,NAN
1633300200,Clear,clear-night,0.0949,0.04,23.48,24.18,21.35,0.88,1003.9,1.65,1.84,32,0.1,0,16.093,272.8,rain,NAN
1633303800,Clear,clear-night,0.126,0.05,23.3,24.03,21.47,0.89,1004.0,1.69,1.76,52,0.09,0,16.093,274.4,rain,NAN
1633307400,Clear,clear-night,0.1692,0.05,23.5,24.25,21.78,0.9,1004.4,1.6,1.6,71,0.09,0,16.093,274.2,rain,NAN
1633311000,Humid,clear-day,0.1351,0.04,24.51,25.17,22.23,0.87,1005.1,1.19,1.3,72,0.04,0,16.093,274.0,rain,"{'azimuth': 100, 'altitude': 8, 'dni': 320.8, 'ghi': 65.7, 'dhi': 6, 'etr': 1359.8}"
1633314600,Humid,clear-day,0.0906,0.03,26.43,28.17,22.72,0.8,1005.7,0.77,0.98,50,0.0,1,16.093,274.1,rain,"{'azimuth': 108, 'altitude': 20, 'dni': 693.3, 'ghi': 261.8, 'dhi': 23.8, 'etr': 1359.8}"
1633318200,Humid,clear-day,0.0525,0.03,28.36,31.82,22.96,0.73,1006.1,0.78,0.88,344,0.0,3,16.093,274.7,rain,"{'azimuth': 119, 'altitude': 32, 'dni': 814.5, 'ghi': 477.2, 'dhi': 43.4, 'etr': 1359.8}"
1633321800,Humid,clear-day,0.0371,0.02,30.14,34.53,23.21,0.66,1006.1,1.11,1.11,295,0.02,5,16.093,275.2,rain,"{'azimuth': 132, 'altitude': 43, 'dni': 873.9, 'ghi': 652.5, 'dhi': 59.3, 'etr': 1359.9}"
1633325400,Humid,clear-day,0.0367,0.02,31.54,36.4,23.21,0.61,1005.6,1.69,1.69,267,0.11,7,16.093,274.6,rain,"{'azimuth': 151, 'altitude': 51, 'dni': 880.5, 'ghi': 750.3, 'dhi': 68.2, 'etr': 1359.9}"
1633329000,Humid,clear-day,0.0138,0.01,32.46,37.57,23.17,0.58,1005.2,2.13,2.13,228,0.21,7,16.093,273.7,rain,"{'azimuth': 175, 'altitude': 55, 'dni': 855, 'ghi': 767.4, 'dhi': 69.8, 'etr': 1359.9}"
1633332600,Humid,clear-day,0.0,0.0,33.17,38.2,22.92,0.55,1004.9,2.15,2.17,217,0.24,7,16.093,273.0,NAN,"{'azimuth': 200, 'altitude': 53, 'dni': 834.6, 'ghi': 732.7, 'dhi': 66.6, 'etr': 1360}"
1633336200,Humid,clear-day,0.0,0.0,33.27,37.96,22.58,0.54,1004.1,2.03,2.2,259,0.25,6,16.093,272.1,NAN,"{'azimuth': 221, 'altitude': 46, 'dni': 808.6, 'ghi': 643.6, 'dhi': 58.5, 'etr': 1360}"
1633339800,Humid,clear-day,0.0,0.0,33.43,38.07,22.49,0.53,1003.3,1.77,2.15,291,0.23,4,16.093,271.5,NAN,"{'azimuth': 236, 'altitude': 37, 'dni': 771.5, 'ghi': 504.5, 'dhi': 45.9, 'etr': 1360}"
1633343400,Humid,clear-day,0.0017,0.01,33.75,38.92,22.89,0.53,1002.8,1.67,1.99,316,0.26,2,16.093,271.1,rain,"{'azimuth': 248, 'altitude': 25, 'dni': 675.2, 'ghi': 315.6, 'dhi': 28.7, 'etr': 1360.1}"
1633347000,Humid and Partly Cloudy,partly-cloudy-day,0.0376,0.02,32.89,39.02,23.92,0.59,1002.5,2.1,2.68,332,0.41,0,16.093,270.4,rain,"{'azimuth': 257, 'altitude': 13, 'dni': 427.2, 'ghi': 110.1, 'dhi': 10, 'etr': 1360.1}"
1633350600,Humid and Partly Cloudy,partly-cloudy-day,0.0615,0.02,31.21,37.02,24.13,0.66,1002.8,2.43,3.7,32,0.37,0,16.093,269.7,rain,NAN
1633354200,Humid,clear-night,0.0914,0.02,29.3,33.97,23.97,0.73,1003.6,2.31,3.77,61,0.24,0,16.093,269.3,rain,NAN
1633357800,Humid,clear-night,0.1152,0.02,27.77,31.47,23.87,0.79,1004.5,2.23,3.35,52,0.16,0,16.093,268.7,rain,NAN
1633361400,Humid,clear-night,0.105,0.03,26.9,29.61,23.35,0.81,1005.3,2.15,2.99,57,0.09,0,16.093,269.0,rain,NAN
1633365000,Humid,clear-night,0.1559,0.08,26.21,28.25,23.09,0.83,1005.8,1.99,3.33,64,0.1,0,16.093,269.6,rain,NAN
1633368600,Humid,clear-night,0.1374,0.07,25.68,26.89,22.78,0.84,1005.8,1.88,2.99,88,0.1,0,16.093,270.0,rain,NAN
1633372200,Humid,clear-night,0.0739,0.03,25.24,25.96,22.39,0.84,1005.7,1.93,2.44,101,0.06,0,16.093,270.3,rain,NAN
1633375800,Clear,clear-night,0.0498,0.02,24.78,25.53,22.07,0.85,1005.6,2.25,2.82,73,0.06,0,16.093,270.6,rain,NAN
1633379400,Clear,clear-night,0.0431,0.03,24.38,25.11,21.78,0.85,1005.6,2.37,2.63,58,0.1,0,16.093,270.4,rain,NAN
1633383000,Clear,clear-night,0.0745,0.03,23.82,24.53,21.48,0.87,1005.8,2.19,2.31,65,0.13,0,16.093,270.9,rain,NAN
1633386600,Clear,clear-night,0.0839,0.02,23.2,23.88,21.14,0.88,1006.2,2.01,2.18,82,0.2,0,16.093,271.9,rain,NAN
1633390200,Clear,clear-night,0.0823,0.02,23.28,23.93,20.94,0.87,1006.5,2.03,2.51,107,0.22,0,16.093,272.3,rain,NAN
1633393800,Clear,clear-night,0.0592,0.01,23.25,23.9,20.91,0.87,1007.0,2.1,2.61,118,0.12,0,16.093,272.5,rain,NAN
1633397400,Clear,clear-day,0.0354,0.01,23.66,24.28,21.43,0.87,1007.9,2.1,2.48,124,0.09,0,16.093,272.8,rain,"{'azimuth': 100, 'altitude': 8, 'dni': 309.3, 'ghi': 62.8, 'dhi': 5.7, 'etr': 1360.6}"
1633401000,Clear,clear-day,0.046,0.01,25.5,26.81,22.05,0.81,1009.0,2.09,2.59,141,0.09,1,16.093,272.8,rain,"{'azimuth': 109, 'altitude': 20, 'dni': 673.5, 'ghi': 252.2, 'dhi': 22.9, 'etr': 1360.6}"
1633404600,Humid,clear-day,0.0416,0.01,27.32,29.81,22.29,0.74,1009.7,1.99,2.4,152,0.05,3,16.093,272.6,rain,"{'azimuth': 119, 'altitude': 32, 'dni': 802.1, 'ghi': 468.4, 'dhi': 42.6, 'etr': 1360.6}"
1633408200,Humid,clear-day,0.0232,0.01,28.71,31.96,22.5,0.69,1009.8,1.91,2.25,149,0.14,5,16.093,271.7,rain,"{'azimuth': 133, 'altitude': 43, 'dni': 833.7, 'ghi': 617.5, 'dhi': 56.1, 'etr': 1360.7}"
1633411800,Humid,clear-day,0.0142,0.01,29.99,33.63,22.43,0.64,1009.6,1.7,1.88,137,0.21,7,16.093,270.8,rain,"{'azimuth': 151, 'altitude': 51, 'dni': 844.7, 'ghi': 718, 'dhi': 65.3, 'etr': 1360.7}"
1633415400,Humid,clear-day,0.0,0.0,31.27,35.37,22.51,0.6,1009.4,1.36,1.37,129,0.22,7,16.093,270.5,NAN,"{'azimuth': 175, 'altitude': 54, 'dni': 847.4, 'ghi': 756.7, 'dhi': 68.8, 'etr': 1360.7}"
1633419000,Humid,clear-day,0.0,0.0,32.28,36.76,22.63,0.57,1009.1,1.1,1.32,171,0.27,7,16.093,271.2,NAN,"{'azimuth': 200, 'altitude': 53, 'dni': 821.6, 'ghi': 717.7, 'dhi': 65.2, 'etr': 1360.7}"
1633422600,Humid,clear-day,0.0,0.0,32.73,37.15,22.45,0.55,1008.3,1.2,1.85,288,0.22,6,16.093,272.5,NAN,"{'azimuth': 221, 'altitude': 46, 'dni': 820.6, 'ghi': 648.3, 'dhi': 58.9, 'etr': 1360.8}"
1633426200,Humid,clear-day,0.0,0.0,32.84,37.1,22.27,0.54,1007.6,1.62,2.46,296,0.21,4,16.093,272.5,NAN,"{'azimuth': 236, 'altitude': 36, 'dni': 781, 'ghi': 508.9, 'dhi': 46.3, 'etr': 1360.8}"
1633429800,Humid,clear-day,0.0,0.0,32.87,37.67,22.76,0.55,1007.2,2.04,2.96,328,0.18,2,16.093,271.7,NAN,"{'azimuth': 247, 'altitude': 25, 'dni': 701.2, 'ghi': 321.5, 'dhi': 29.2, 'etr': 1360.8}"
1633433400,Humid,clear-day,0.0,0.0,31.92,37.38,23.67,0.62,1006.9,2.37,4.18,343,0.13,0,16.093,270.8,NAN,"{'azimuth': 256, 'altitude': 13, 'dni': 486.6, 'ghi': 122.4, 'dhi': 11.1, 'etr': 1360.9}"
1633437000,Humid,clear-night,0.0,0.0,30.34,35.0,23.36,0.66,1007.1,2.43,4.72,344,0.11,0,16.093,269.7,NAN,NAN
1633440600,Humid,clear-night,0.0,0.0,28.95,32.5,22.81,0.7,1007.7,2.48,3.93,3,0.1,0,16.093,269.3,NAN,NAN
1633444200,Humid,clear-night,0.0,0.0,27.77,30.69,22.63,0.74,1008.2,2.35,3.08,11,0.08,0,16.093,270.0,NAN,NAN
1633447800,Humid,clear-night,0.0,0.0,27.0,29.32,22.26,0.75,1008.5,1.98,2.41,19,0.04,0,16.093,270.7,NAN,NAN
1633451400,Clear,clear-night,0.0,0.0,26.51,28.51,22.06,0.77,1008.7,1.74,1.94,23,0.01,0,16.093,271.5,NAN,NAN
1633455000,Clear,clear-night,0.0,0.0,26.04,27.24,21.68,0.77,1008.6,1.57,1.59,13,0.0,0,16.093,272.6,NAN,NAN
1633458600,Clear,clear-night,0.0,0.0,25.33,25.9,21.28,0.78,1008.8,1.48,1.53,32,0.0,0,16.093,273.2,NAN,NAN
1633462200,Clear,clear-night,0.0,0.0,24.7,25.32,21.05,0.8,1008.7,1.49,1.63,68,0.0,0,16.093,273.4,NAN,NAN
1633465800,Clear,clear-night,0.0,0.0,24.27,24.86,20.75,0.81,1008.5,1.51,1.62,52,0.0,0,16.093,273.0,NAN,NAN
1633469400,Clear,clear-night,0.0,0.0,23.62,24.17,20.31,0.82,1008.3,1.46,1.49,32,0.0,0,16.093,272.1,NAN,NAN
1633473000,Clear,clear-night,0.0,0.0,22.79,23.3,19.79,0.83,1008.3,1.44,1.46,37,0.0,0,16.093,272.2,NAN,NAN
1633476600,Clear,clear-night,0.0,0.0,23.01,23.46,19.43,0.8,1008.4,1.49,1.54,39,0.02,0,16.093,273.2,NAN,NAN
1633480200,Clear,clear-night,0.0,0.0,23.16,23.63,19.58,0.8,1008.9,1.42,1.51,41,0.05,0,16.093,273.7,NAN,NAN
1633483800,Clear,clear-day,0.0,0.0,23.87,24.33,20.26,0.8,1009.8,1.23,1.49,41,0.03,0,16.093,273.3,NAN,"{'azimuth': 101, 'altitude': 8, 'dni': 313.8, 'ghi': 63.4, 'dhi': 5.8, 'etr': 1361.3}"
1633487400,Clear,clear-day,0.0,0.0,26.12,27.29,20.8,0.73,1010.5,1.12,1.45,38,0.01,1,16.093,273.3,NAN,"{'azimuth': 109, 'altitude': 20, 'dni': 688.2, 'ghi': 255.6, 'dhi': 23.2, 'etr': 1361.4}"
1633491000,Clear,clear-day,0.0,0.0,28.26,30.55,21.1,0.65,1010.7,1.28,1.38,10,0.01,3,16.093,273.1,NAN,"{'azimuth': 120, 'altitude': 32, 'dni': 810.4, 'ghi': 469.7, 'dhi': 42.7, 'etr': 1361.4}"
